id,name,legal_name,website,category,org_nr,office_in_norway,office_cities,security_staff,security_staff_basis,security_staff_is_minimum,security_staff_scope,security_staff_source,security_staff_note,employees_total,employees_source,employees_note,employees_as_of,brreg_employees,brreg_employees_as_of,delivery,delivery_source,delivery_note,specialty,capabilities,certifications,founded,former_names,notes,verification,last_verified,verified_by,sources
accelerate-at-iver,Accelerate at Iver,IVER ACCELERATE PREPARE AS,https://accelerate.iver.no,norwegian,991319158,true,Oslo,,,,,,,250,https://accelerate.iver.no,stated as 250 specialists,2026-09-22,24,2026-07-15,in-house,https://accelerate.iver.no,Delivery model recorded from the company's own description of how it staffs the work.,"Iver's Norwegian security and cloud unit, from Azure security to compliance and testing.",cloud-security; soc; compliance; security-audit; identity-access-management; penetration-testing,,2007-05-24,AZTEK CONSULTING AS; AZTEK AS; AZTEK CLOUD PREPARE AS,"Listed in the 2025 edition as ""Aztek AS (now Accelerate at Iver)"". The registry rename history on this entity confirms AZTEK AS -> IVER ACCELERATE PREPARE AS.",verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/991319158 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://accelerate.iver.no (company-site, 2026-09-22)"
miles,Miles,MILES AS,https://www.miles.no,norwegian,988340316,true,Oslo,,,,,,,,,,,248,2026-09-14,in-house,https://www.miles.no,,"Norwegian consultancy with security advisory, risk and cloud security services.",security-audit; compliance; risk-management; cloud-security; security-architecture,,2005-05-02,MILES IT AS,,verified,2026-09-22,@whatsdd,"https://www.miles.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/988340316 (registry, 2026-09-22)"
itera,Itera,ITERA NORGE AS,https://www.itera.no,norwegian,967948748,true,Oslo,,,,,,,,,,,231,2026-09-14,in-house,https://www.itera.no,Delivery model recorded from the company's own description of how it staffs the work.,"Norwegian consultancy with security testing, cloud security and architecture work.",penetration-testing; vulnerability-assessment; cloud-security; security-audit; security-architecture; devsecops,,1993-11-16,NET WORKS AS; ITERA NETWORKS AS,Registry history: NET WORKS AS -> ITERA NETWORKS AS -> ITERA NORGE AS.,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/967948748 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.itera.no (company-site, 2026-09-22)"
norconsult-digital,Norconsult Digital,,https://norconsultdigital.no,norwegian,,true,Oslo,,,,,,,200,https://norconsultdigital.no,stated as over 200 employees,2026-09-22,,,in-house,https://norconsultdigital.no,,Public-sector IT house whose security consultants cover information security and audit.,security-audit; compliance; security-architecture; privacy-gdpr; risk-management,,,,Norconsult Digital is the IT company in the Norconsult group and states that it is an approved evaluation body with security-cleared consultants; the delivering entity needs confirming.,partial,2026-09-22,@whatsdd,"https://norconsultdigital.no (company-site, 2026-09-22)"
ikomm,Ikomm,IKOMM AS,https://www.ikomm.no,norwegian,991335846,true,Lillehammer,,,,,,,,,,,168,2026-09-14,mixed,https://www.ikomm.no,Runs its own security operations and has brought in Orange Cyberdefense expertise for part of its SOC delivery; recorded as mixed rather than pure in-house.,Innlandet IT and security house running a security operations centre for the public sector.,soc; incident-response; cloud-security; network-security; compliance; security-architecture,,2007-05-14,,,verified,2026-09-22,@whatsdd,"https://www.ikomm.no (company-site, 2026-09-22); https://www.orangecyberdefense.com/no/offering/managed-services/incident-response (news, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/991335846 (registry, 2026-09-22)"
conscia-norge,Conscia Norge,CONSCIA NORGE AS,https://conscia.com/no/,nordic,998613353,true,Oslo,,,,,,,,,,,143,2026-08-12,in-house,https://conscia.com/no/,,"Nordic infrastructure and cyber security house: network security, SOC and hybrid cloud.",network-security; soc; incident-response; cloud-security; identity-access-management; security-audit,,2012-07-09,PUNDIT NETWORKS AS,,verified,2026-09-22,@whatsdd,"https://conscia.com/no/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/998613353 (registry, 2026-09-22)"
dxc-norge,DXC Technology Norge,DXC TECHNOLOGY NORGE AS,https://dxc.com/no/en,international,958958455,true,Fyllingsdalen,,,,,,,,,,,130,2026-09-14,in-house,https://dxc.com/no/en,,Global services provider with managed security services delivered from Norway.,soc; incident-response; cloud-security; identity-access-management; compliance,,1990-10-01,POLICY MANAGEMENT SYSTEMS NORDEN AS; POLICY MANAGEMENT SYSTEMS CORPORATION AS; MYND AS; CSC SOLUTIONS NORGE AS; CSC NORGE AS,,verified,2026-09-22,@whatsdd,"https://dxc.com/no/en (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/958958455 (registry, 2026-09-22)"
viljr,Viljr,VILJR AS,https://viljr.no/,norwegian,936273580,true,Oslo,,,,,,,,,,,124,2026-09-14,in-house,https://viljr.no/tjenester,"The company describes staffing engagements with its own advisers and specialists, assembled into a team on the client's side, rather than placing people from a partner network.","Advisory house for security and preparedness, digital transformation and major project delivery, naming cyber security as one of the disciplines it leads.",risk-management; crisis-management,,2025-09-15,,"Founded 2025-09-15 by four former Advansia leaders, including chief executive Rune Hjortdahl, previously director of digital at Advansia, and chaired by Christopher Klepsland, formerly head of Advansia and AFRY Norway. No security staff figure is published and none is recorded: the entity is registered as a building-technical consultancy (71.121) with work across construction, digitalisation and security, so its whole-payroll headcount is not a usable security figure and the column stays ??. The company also publishes a Trondheim office at Kongens gate 16; only the registered Oslo poststed is listed above, because the registry fields are refreshed from Enhetsregisteret.",partial,2026-09-22,@whatsdd,"https://viljr.no/tjenester (company-site, 2026-09-22); https://viljr.no/ (company-site, 2026-09-22); https://www.bygg.no/blir-en-del-av-ledelsen-i-viljr/2916265 (news, 2026-09-22); https://www.dn.no/bygg-og-anlegg/viljr/advansia/konsulenter/startet-konsulentutfordrer-hanket-inn-rundt-50-fra-forrige-arbeidsgiver/2-1-1936105 (news, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/936273580 (registry, 2026-09-22)"
move,Move,MOVE AS,https://move.no,norwegian,957597076,true,Oslo,,,,,,,,,,,100,2026-09-14,in-house,https://move.no,,"Norwegian infrastructure consultancy with a practical, business-anchored security practice.",cloud-security; identity-access-management; network-security; compliance; security-architecture; penetration-testing,,1990-04-10,SYSTEM SENTERET AS; MOVE SYSTEMS AS,,verified,2026-09-22,@whatsdd,"https://move.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/957597076 (registry, 2026-09-22)"
capra-consulting,Capra Consulting,CAPRA CONSULTING AS,https://www.capraconsulting.no,norwegian,988097039,true,Oslo,,,,,,,90,https://www.capraconsulting.no,"stated as ""90+ self-managed consultants""",2026-09-22,92,2026-09-14,in-house,https://www.capraconsulting.no,Delivery model recorded from the company's own description of how it staffs the work.,"Software consultancy whose security group does testing, cloud security and secure development.",penetration-testing; vulnerability-assessment; cloud-security; secure-development; devsecops; code-review,,2005-03-21,OPENDOOR TECHNOLOGY AS; ODC AS,Registry history: OPENDOOR TECHNOLOGY AS -> ODC AS -> CAPRA CONSULTING AS.,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/988097039 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.capraconsulting.no (company-site, 2026-09-22)"
proactima,Proactima,PROACTIMA AS,https://www.proactima.no,norwegian,915641938,true,Stavanger,,,,,,,,,,,81,2026-09-14,in-house,https://www.proactima.no,,"Risk and resilience consultancy working across security, crisis and NIS2 readiness.",risk-management; compliance; nis2-dora; tabletop-exercises; security-audit; vciso,,2015-06-22,NEW PROACTIMA AS,,verified,2026-09-22,@whatsdd,"https://www.proactima.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/915641938 (registry, 2026-09-22)"
devoteam-norge,Devoteam Norge,DEVOTEAM AS,https://www.devoteam.com/no/,nordic,980172015,true,Oslo,,,,,,,,,,,75,2026-09-14,in-house,https://www.devoteam.com/no/,,"Consultancy with a cyber trust practice: cloud security, identity and compliance.",cloud-security; identity-access-management; compliance; security-audit; security-architecture,,1998-07-01,FORNEBU MANAGEMENT CONSULTING AS; FORNEBU CONSULTING AS; DEVOTEAM FORNEBU CONSULTING AS,,verified,2026-09-22,@whatsdd,"https://www.devoteam.com/no/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/980172015 (registry, 2026-09-22)"
forvis-mazars,Forvis Mazars,FORVIS MAZARS AS,https://www.mazars.no,norwegian,979605994,true,Oslo,,,,,,,,,,,72,2026-09-14,in-house,https://www.mazars.no,,"Audit and advisory firm covering information security audits, risk and privacy.",security-audit; compliance; risk-management; privacy-gdpr,,1998-01-30,PANNELL KERR FORSTER REVISJON AS; PKF REVISJON AS; MAZARS REVISJON AS; MAZARS AS,,verified,2026-09-22,@whatsdd,"https://www.mazars.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/979605994 (registry, 2026-09-22)"
kyndryl-norge,Kyndryl Norge,KYNDRYL NORWAY AS,https://www.kyndryl.com/no/en,international,926410350,true,Oslo,,,,,,,,,,,53,2026-09-14,in-house,https://www.kyndryl.com/no/en,,"Infrastructure services provider with managed security, resilience and incident response.",soc; incident-response; cloud-security; backup-recovery; security-audit; identity-access-management,,2021-01-01,NFH 210101 AS; IBM OCEAN NORWAY AS,,verified,2026-09-22,@whatsdd,"https://www.kyndryl.com/no/en (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/926410350 (registry, 2026-09-22)"
blinq,blinQ,BLINQ AS,https://blinq.no/,norwegian,915902170,true,Oslo,,,,,,,,,,,45,2026-09-14,in-house,https://blinq.no/tjenester/,"The company sells its own consultants' work, organised as service lines under one house; no subcontracting or resale is described.","IT consultancy with a security and compliance line covering NIS2, DORA and the Norwegian digital security act, from policy and routines to technical measures.",nis2-dora; compliance; security-architecture,,2015-09-02,INCEPTUM 913 AS,"A broad IT house (Oslo, Bergen and Trondheim) with security as one service line among cloud, network and Microsoft 365 work, so no staff estimate is recorded; reported to the list as a cybersecurity company.",verified,2026-09-22,@whatsdd,"https://blinq.no/tjenester/ (company-site, 2026-09-22); https://blinq.no/blinq-er-iso-sertifisert-for-kvalitet-og-informasjonssikkerhet/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/915902170 (registry, 2026-09-22)"
eprovider,eProvider,EPROVIDER AS,https://eprovider.no/,norwegian,921809220,true,Sandnes,,,,,,,,,,,17,2026-08-12,in-house,https://eprovider.no/tjenester/it-sikkerhet/,"The security services are described as run by the company's own operations centre and engineers, in Sandnes.","Sandnes IT house running a 24/7 security operations centre, active monitoring and email security for Norwegian businesses and industrial customers.",soc; incident-response; email-security; network-security,,2018-11-01,E-PROVIDER AS,"An IT operations and support house whose security line is a substantial, separately published part of the business; the registered industry code is data processing and hosting, not security only, so no staff estimate is recorded.",verified,2026-09-22,@whatsdd,"https://eprovider.no/tjenester/it-sikkerhet/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/921809220 (registry, 2026-09-22)"
knowit-secure,Knowit Cybersecurity & Law,KNOWIT CYBERSECURITY & LAW AS,https://www.knowit.no,norwegian,913513657,true,Oslo,,,,,,,,,,,15,2026-07-15,in-house,https://www.knowit.no,Delivery model recorded from the company's own description of how it staffs the work.,"Knowit's security, privacy and technology-law unit: testing, governance and NIS2 work.",penetration-testing; security-audit; compliance; privacy-gdpr; nis2-dora; incident-response; security-architecture,,2014-04-11,FN7 ÅRGANG 2014 V AS; KNOWIT SECURE AS,"Listed as ""Knowit Secure AS"", but no entity with that name exists in the registry. Knowit's Norwegian business is spread across several entities (Knowit Insight AS, Knowit Impact AS, Knowit Solutions Norway AS), all registered in Oslo. Needs a community member to confirm which entity the security testing services sit in today. The pentest edition could not find an entity for this name; the business sits in Knowit Cybersecurity & Law AS, which the registry confirms.",verified,2026-09-22,@whatsdd,"https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.knowit.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/913513657 (registry, 2026-09-22)"
northgrc,NorthGRC,NORTHGRC AS,https://www.northgrc.com/no/,norwegian,914575338,true,Oslo,,,,,,,,,,,5,2026-08-11,in-house,https://www.northgrc.com/no/,,"Governance, risk and compliance house: ISO 27001, NIS2, DORA and GDPR readiness.",compliance; risk-management; nis2-dora; privacy-gdpr; vciso; security-audit,,2014-11-01,NEUPART AS,,verified,2026-09-22,@whatsdd,"https://www.northgrc.com/no/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/914575338 (registry, 2026-09-22)"
racom,Racom,RACOM AS,https://www.racom.no,norwegian,954537900,true,Oslo,,,,,,,,,,,5,2026-08-12,in-house,https://www.racom.no,Recorded from the company's own description of how it staffs the work.,High-security systems integrator for crisis management and secure communications.,security-architecture; physical-security; network-security; compliance,,1989-06-15,,"Added in the wider cybersecurity pass; the security practice is checked against the company's own service pages, so some capability tags may need confirming.",partial,2026-09-22,@whatsdd,"https://www.racom.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/954537900 (registry, 2026-09-22)"
arctic-wolf,Arctic Wolf,"ARCTIC WOLF NETWORKS, INC.",https://arcticwolf.com,international,929507282,true,Oslo,,,,,,,,,,,,,in-house,https://arcticwolf.com,,Managed detection and response provider selling to Norwegian insurers and enterprises.,soc; incident-response; threat-hunting; threat-intelligence,,,,US company with a registered Norwegian branch (NUF) in Oslo; the delivery centre is not in Norway.,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/929507282 (registry, 2026-09-22); https://arcticwolf.com (company-site, 2026-09-22)"
bouvet,Bouvet,BOUVET ASA,https://www.bouvet.no,norwegian,974442167,true,Oslo,,,,,,,,,,,,,in-house,https://www.bouvet.no,,"Norwegian technology consultancy with security architecture, testing and secure development.",security-architecture; application-security; penetration-testing; cloud-security; devsecops; secure-development,,1995-05-03,NEW MEDIA SCIENCE MULTIMEDIA AS; NEW MEDIA SCIENCE MULTIMEDIA ASA; NEW MEDIA SCIENCE ASA; CELL NETWORK ASA; CELL NETWORK AS; RONDE AS; BOUVET AS,,verified,2026-09-22,@whatsdd,"https://www.bouvet.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/974442167 (registry, 2026-09-22)"
cyberon-security,Cyberon Security,CYBERON SECURITY AS,https://www.cyberonsecurity.no,norwegian,914235014,true,Oslo,,,,,,,,,,,,2026-02-11,in-house,https://www.cyberonsecurity.no,,"Norwegian-owned security provider for IT partners and mid-sized companies: pentest, SOC and endpoint work.",penetration-testing; soc; incident-response; endpoint-security; email-security; awareness-training; identity-access-management,,2014-09-03,,,verified,2026-09-22,@whatsdd,"https://www.cyberonsecurity.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/914235014 (registry, 2026-09-22)"
devtec-norway,Devtec Norway,DEVTEC NORWAY AS,https://www.devtec.no/,norwegian,920015042,true,Moss,,,,,,,,,,,,2025-04-12,in-house,https://www.devtec.no/,The company describes itself as a consultancy and software house doing the identity work with its own people.,Consultancy and software house specialising in identity and access management.,identity-access-management,,2017-11-13,NORDIC IDENTITY SOLUTIONS AS,"The site is a single-page application whose pages could not be read beyond the published description and page title, so the row is partial: the identity and access management specialisation is confirmed, a fuller service list and any staff figure are not. Reported to the list as a cybersecurity company.",partial,2026-09-22,@whatsdd,"https://www.devtec.no/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/920015042 (registry, 2026-09-22)"
easywave,Easywave,EASYWAVE AS,https://easywave.io,norwegian,930800880,true,Moss,,,,,,,,,,,,2024-12-11,in-house,https://easywave.io,Recorded from the company's own description of how it staffs the work.,Norwegian IT security provider for small and mid-sized businesses.,endpoint-security; email-security; network-security; awareness-training; backup-recovery,,2023-01-17,,"Added in the wider cybersecurity pass; the security practice is checked against the company's own service pages, so some capability tags may need confirming.",partial,2026-09-22,@whatsdd,"https://easywave.io (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/930800880 (registry, 2026-09-22)"
encripto,Encripto,ENCRIPTO AS,https://www.encripto.no,norwegian,996240630,true,Gressvik,,,,,,,,,,,,2026-09-14,in-house,https://www.encripto.no,Delivery model recorded from the company's own description of how it staffs the work.,"Specialist testing house: penetration testing, red teaming and cryptography reviews.",penetration-testing; red-teaming; vulnerability-assessment; application-security; crypto-blockchain-audit,,2010-11-25,,,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/996240630 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.encripto.no (company-site, 2026-09-22)"
konfitech,Konfitech,KONFITECH AS,https://www.konfitech.com,norwegian,933170535,true,Oslo,,,,,,,,,,,,2026-09-14,in-house,https://www.konfitech.com,Delivery model recorded from the company's own description of how it staffs the work.,Small Oslo consultancy offering security assessments and advisory.,security-audit; vulnerability-assessment; compliance; risk-management,,2024-02-09,,,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/933170535 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.konfitech.com (company-site, 2026-09-22)"
kovert,Kovert,KOVERT AS,,norwegian,925894249,true,Vikersund,,,,,,,,,,,,,,,,Small Norwegian security company; services not published.,security-audit; compliance,,2020-10-20,,,verified,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/925894249 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22)"
mily,Mily,MILY SCIENTIFIC AS,https://mily.no,norwegian,926289055,true,Oslo,,,,,,,,,,,,,,,,Small Oslo security company; services not published.,security-audit; compliance,,2020-10-19,PETER NICOLAISEN HOLDING AS,"Registry entity MILY SCIENTIFIC AS, Oslo (formerly PETER NICOLAISEN HOLDING AS). The company website was rate-limited during verification, so the service list needs confirming.",partial,2026-09-22,@whatsdd,"https://data.brreg.no/enhetsregisteret/api/enheter/926289055 (registry, 2026-09-22); https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://mily.no (company-site, 2026-09-22)"
spade-consulting,SPADE Consulting,,https://spadeconsulting.no,norwegian,,true,Bodø,,,,,,,,,,,,,in-house,https://spadeconsulting.no,,"Northern Norway security and privacy consultancy: NIS2, GDPR and AI governance.",compliance; privacy-gdpr; nis2-dora; security-audit; vciso; awareness-training,,,,"Small specialist consultancy based in Bodo; no Norwegian company registration was matched with confidence, so the row carries the company's own site as its source.",partial,2026-09-22,@whatsdd,"https://spadeconsulting.no (company-site, 2026-09-22)"
storm-it-sikkerhet,Storm IT Sikkerhet,STORM IT SIKKERHET AS,https://www.stormitsikkerhet.no/,norwegian,935794315,true,Gjøvik,,,,,,,,,,,,2026-04-13,in-house,https://www.stormitsikkerhet.no/,A one-office consultancy selling its own advisers' time; the site names the adviser and his certifications.,"Gjøvik consultancy giving small and mid-sized businesses IT security advice, ISO 27001 based maturity work, risk assessments and vulnerability discovery.",risk-management; compliance; vulnerability-assessment; security-training,,2025-06-22,,"A new and very small company: the registry has no employee figure and directory listings put it at one to four people, so the in-house security staff column stays ??. Its registered purpose covers IT work as well as IT security, which would rule out a guarded estimate even if a headcount existed.",verified,2026-09-22,@whatsdd,"https://www.stormitsikkerhet.no/ (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/935794315 (registry, 2026-09-22)"
sun-security,Sun Security,SUN SECURITY AS,https://www.sunsecurity.no,norwegian,929371585,true,Oslo,,,,,,,,,,,,2024-11-16,in-house,https://www.sunsecurity.no,,"Architecture and assessment specialist: system design, risk assessment and security audit.",security-architecture; risk-management; security-audit; vulnerability-assessment; compliance,,2022-05-04,ISACHSEN HOLDING AS,,verified,2026-09-22,@whatsdd,"https://www.sunsecurity.no (company-site, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/929371585 (registry, 2026-09-22)"
banshie,Truesec,TRUESEC NORWAY AS,https://www.truesec.com,nordic,930577294,true,Oslo,,,,,,,,,,,,,in-house,https://www.truesec.com,Delivery model recorded from the company's own description of how it staffs the work.,"Swedish security house whose Norwegian arm covers testing, incident response and MDR.",penetration-testing; red-teaming; incident-response; soc; threat-intelligence; digital-forensics; ot-ics-security; security-training,,2022-12-14,ATHOMSTART INVEST 791 AS,"Truesec, a Nordic cybersecurity company, acquired Banshie in June 2025. Banshie was a Danish specialist in penetration testing, red teaming and ethical hacking, so it is listed as Nordic rather than Norwegian. The Norwegian presence is now Truesec Norway AS (org.nr 930577294, Oslo); that entity is the acquirer, so its founding date is not Banshie's.",verified,2026-09-22,@whatsdd,"https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.truesec.com (company-site, 2026-09-22); https://www.truesec.com/who-we-are (news, 2026-09-22); https://www.mainsights.io/ma-news/ik-partners-backed-truesec-acquires-danish-cybersecurity-firm-banshie (news, 2026-09-22); https://data.brreg.no/enhetsregisteret/api/enheter/930577294 (registry, 2026-09-22)"
synack,Synack,,https://www.synack.com,international,,false,,1500,crowd-platform,,,https://www.synack.com,"The Synack Red Team is a crowd of 1,500+ contracted security researchers, not employees",,,,,,,partner-network,https://www.synack.com,The company's own materials describe work being resold or subcontracted rather than staffed from its own payroll.,Crowdsourced penetration testing platform drawing on a large vetted researcher pool.,penetration-testing; red-teaming; crowdsourced-testing; vulnerability-assessment; attack-surface-management,,,,No Norwegian entity registered; serves Norwegian customers remotely.,verified,2026-09-22,@whatsdd,"https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.synack.com (company-site, 2026-09-22)"
breachlock,BreachLock,,https://www.breachlock.com,international,,false,,,,,,,,,,,,,,in-house,https://www.breachlock.com,Delivery model recorded from the company's own description of how it staffs the work.,Penetration testing as a service with a platform-backed delivery model.,penetration-testing; vulnerability-assessment; attack-surface-management,,,,No Norwegian entity registered; serves Norwegian customers remotely.,verified,2026-09-22,@whatsdd,"https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.breachlock.com (company-site, 2026-09-22)"
bugcrowd,Bugcrowd,,https://www.bugcrowd.com,international,,false,,,,,,,,,,,,,,partner-network,https://www.bugcrowd.com,The company's own materials describe work being resold or subcontracted rather than staffed from its own payroll.,"Crowdsourced security platform: bug bounty, pentest and attack surface management.",bug-bounty-platform; crowdsourced-testing; penetration-testing; attack-surface-management; vulnerability-assessment,,,,No Norwegian entity registered; serves Norwegian customers remotely.,verified,2026-09-22,@whatsdd,"https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.bugcrowd.com (company-site, 2026-09-22)"
cobalt,Cobalt,,https://www.cobalt.io,international,,false,,,,,,,,,,,,,,partner-network,https://www.cobalt.io,The company's own materials describe work being resold or subcontracted rather than staffed from its own payroll.,Pentest as a service platform with a vetted tester pool and orchestration.,penetration-testing; red-teaming; crowdsourced-testing; vulnerability-assessment; automated-pentesting,ISO 27001,,,"Cobalt (cobalt.io) is a crowdsourced pentest platform with no Norwegian entity. Note that an unrelated Norwegian company, COBALT AS (org.nr 924359005, Oslo), shares the name and must not be confused with it.",verified,2026-09-22,@whatsdd,"https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.cobalt.io (company-site, 2026-09-22)"
hackerone,HackerOne,,https://www.hackerone.com,international,,false,,,,,,,,,,,,,,partner-network,https://www.hackerone.com,The company's own materials describe work being resold or subcontracted rather than staffed from its own payroll.,Bug bounty and vulnerability disclosure platform with a global researcher community.,bug-bounty-platform; crowdsourced-testing; vulnerability-assessment; attack-surface-management,,,,No Norwegian entity registered; serves Norwegian customers remotely.,verified,2026-09-22,@whatsdd,"https://ahmad.science/2025/05/06/50-selskaper-som-tilbyr-sikkerhetstesting-pentest-i-norge-2025-utgaven/ (seed-list, 2026-09-22); https://ahmad.science/2023/02/24/33-pentest-firma-i-norge-sikkerhetstesting-inntrengingstesting/ (seed-list, 2026-09-22); https://www.hackerone.com (company-site, 2026-09-22)"
ncc-group,NCC Group,,https://www.nccgroup.com,international,,false,,,,,,,,,,,,,,in-house,https://www.nccgroup.com,Recorded from the company's own description of how it staffs the work.,Global assurance and testing group used by Norwegian buyers for penetration testing and audits.,penetration-testing; red-teaming; vulnerability-assessment; security-audit; incident-response; crypto-blockchain-audit; security-training,,,,No Norwegian entity was found; the group serves Norwegian customers from its UK and Nordic offices. The pentest editions listed it among the international providers.,partial,2026-09-22,@whatsdd,"https://www.nccgroup.com (company-site, 2026-09-22)"
